,0
85247,FALSE
70552,FALSE
106473,FALSE
67198,FALSE
54577,FALSE
84362,FALSE
13619,FALSE
9804,FALSE
7583,FALSE
96675,TRUE
149119,FALSE
133047,TRUE
3430,FALSE
72525,TRUE
111922,FALSE
75332,FALSE
78142,FALSE
72751,FALSE
69266,FALSE
129452,FALSE
123317,FALSE
25031,FALSE
119520,FALSE
138577,FALSE
139230,TRUE
109166,FALSE
6491,FALSE
8736,FALSE
10706,FALSE
56147,TRUE
29957,FALSE
58027,FALSE
117433,FALSE
35062,TRUE
90181,FALSE
122658,FALSE
62010,FALSE
21385,TRUE
107922,FALSE
20269,TRUE
148400,TRUE
88986,FALSE
112925,TRUE
44468,TRUE
88431,TRUE
59511,FALSE
133654,FALSE
117380,FALSE
96698,TRUE
66823,TRUE
76453,TRUE
37908,FALSE
141480,FALSE
124839,FALSE
51059,FALSE
81880,FALSE
37837,FALSE
107674,FALSE
7331,FALSE
75030,TRUE
128135,FALSE
126444,FALSE
19298,FALSE
120115,FALSE
95942,FALSE
19916,FALSE
13108,FALSE
20281,FALSE
99607,TRUE
115365,FALSE
30561,TRUE
803,FALSE
79841,FALSE
16233,FALSE
63500,FALSE
113234,FALSE
138993,FALSE
77562,FALSE
80261,FALSE
139940,FALSE
37041,TRUE
86964,TRUE
145992,FALSE
105254,TRUE
48525,TRUE
21905,TRUE
128570,FALSE
142538,FALSE
43874,FALSE
47028,TRUE
112960,FALSE
34305,TRUE
82008,FALSE
15351,FALSE
107715,FALSE
6873,FALSE
17848,FALSE
75746,FALSE
14029,TRUE
41801,TRUE
143815,TRUE
27966,FALSE
140208,FALSE
122277,FALSE
113469,FALSE
108583,FALSE
50454,FALSE
125466,TRUE
74857,FALSE
114646,TRUE
90131,FALSE
112459,TRUE
40784,FALSE
51520,FALSE
70436,TRUE
72987,FALSE
89322,TRUE
24528,FALSE
8561,FALSE
131141,FALSE
128923,FALSE
1684,TRUE
137573,FALSE
77880,TRUE
86918,FALSE
49143,FALSE
114570,TRUE
137577,FALSE
111960,TRUE
87869,TRUE
20485,FALSE
41260,FALSE
142753,FALSE
23078,TRUE
12033,FALSE
14961,FALSE
85421,TRUE
40075,FALSE
136433,FALSE
99161,FALSE
50614,TRUE
145297,FALSE
10082,FALSE
79203,FALSE
19390,FALSE
53601,FALSE
26043,FALSE
80323,FALSE
99566,FALSE
105011,FALSE
137171,FALSE
16886,FALSE
82726,TRUE
107939,FALSE
10351,TRUE
88843,FALSE
57691,FALSE
72492,FALSE
141337,FALSE
107876,FALSE
107558,FALSE
103996,FALSE
10926,FALSE
135362,FALSE
114440,TRUE
147242,FALSE
141857,FALSE
119700,TRUE
34823,FALSE
14825,FALSE
116206,FALSE
74179,FALSE
62095,FALSE
42038,FALSE
97881,FALSE
112694,TRUE
45675,FALSE
97706,FALSE
43384,FALSE
126864,FALSE
9976,TRUE
111782,FALSE
33016,FALSE
93101,TRUE
131077,FALSE
62880,TRUE
2841,FALSE
144128,FALSE
21397,TRUE
16420,FALSE
20728,FALSE
61955,TRUE
84352,FALSE
102276,FALSE
138125,FALSE
5366,TRUE
126980,FALSE
79115,TRUE
110984,FALSE
119254,FALSE
19664,FALSE
96322,FALSE
16695,TRUE
121054,FALSE
112254,FALSE
114073,FALSE
80230,TRUE
147553,FALSE
100913,FALSE
3429,TRUE
98912,FALSE
133096,TRUE
80406,TRUE
53195,FALSE
129788,FALSE
53782,FALSE
137067,TRUE
68441,FALSE
127004,TRUE
77901,FALSE
80726,FALSE
100886,TRUE
75083,FALSE
19384,FALSE
22793,FALSE
104482,TRUE
136966,TRUE
33270,TRUE
120462,FALSE
127079,FALSE
47840,FALSE
45142,FALSE
92772,FALSE
32655,FALSE
21343,TRUE
104130,FALSE
37766,FALSE
80571,TRUE
38375,FALSE
135763,FALSE
115460,FALSE
87334,FALSE
62011,FALSE
128920,FALSE
62828,FALSE
4019,FALSE
923,FALSE
69697,FALSE
80525,FALSE
132600,FALSE
94332,TRUE
10474,FALSE
99026,FALSE
70907,FALSE
59714,FALSE
83343,FALSE
68435,FALSE
105636,FALSE
73405,FALSE
135297,FALSE
112526,FALSE
113934,FALSE
40820,FALSE
110485,FALSE
149776,FALSE
89811,FALSE
23770,FALSE
45234,FALSE
59211,FALSE
14985,FALSE
104641,TRUE
76301,FALSE
79033,TRUE
104832,FALSE
99673,FALSE
132894,TRUE
4335,FALSE
114271,FALSE
141539,FALSE
109483,TRUE
96858,FALSE
25495,TRUE
106267,TRUE
111696,FALSE
5954,FALSE
37538,FALSE
19908,FALSE
18331,TRUE
99527,TRUE
124551,TRUE
76166,TRUE
149263,FALSE
34853,FALSE
96812,FALSE
6031,TRUE
28472,FALSE
36711,TRUE
136347,FALSE
56883,TRUE
97177,TRUE
119131,FALSE
3222,TRUE
83936,FALSE
64341,FALSE
13779,TRUE
90993,FALSE
76024,FALSE
27861,FALSE
143709,TRUE
5601,FALSE
63152,FALSE
63075,FALSE
40895,FALSE
23873,FALSE
2609,FALSE
6216,TRUE
13550,FALSE
149601,FALSE
104324,FALSE
92158,FALSE
23962,FALSE
14622,FALSE
144072,FALSE
129297,FALSE
57488,FALSE
60283,FALSE
48413,FALSE
115676,FALSE
1966,FALSE
15513,FALSE
55792,FALSE
57249,FALSE
33608,FALSE
67132,TRUE
128555,TRUE
103703,FALSE
39700,FALSE
134248,TRUE
137662,FALSE
92827,FALSE
143005,FALSE
83627,FALSE
2174,TRUE
131597,FALSE
60463,TRUE
148725,FALSE
21346,FALSE
133651,FALSE
139772,FALSE
77324,TRUE
821,FALSE
78987,FALSE
121885,FALSE
23787,TRUE
142532,FALSE
15842,FALSE
63510,TRUE
142529,FALSE
90819,FALSE
146858,FALSE
137754,FALSE
134089,FALSE
41359,FALSE
41093,FALSE
101863,FALSE
126806,TRUE
63837,FALSE
126323,FALSE
43035,FALSE
29798,FALSE
47726,FALSE
87314,TRUE
28762,FALSE
144130,TRUE
62892,FALSE
49189,FALSE
133745,FALSE
97642,FALSE
28840,FALSE
69502,TRUE
96811,FALSE
31506,TRUE
82944,FALSE
64764,TRUE
37490,FALSE
58023,TRUE
94797,FALSE
1450,FALSE
23297,FALSE
68806,FALSE
10395,TRUE
117521,FALSE
79913,TRUE
36907,FALSE
37900,FALSE
145129,FALSE
62380,TRUE
97263,FALSE
140285,FALSE
27964,FALSE
120615,FALSE
76275,FALSE
116731,FALSE
31441,FALSE
29002,TRUE
77470,FALSE
122098,FALSE
116463,TRUE
116705,FALSE
7462,FALSE
76911,FALSE
30317,FALSE
79995,FALSE
9138,FALSE
56450,FALSE
97458,FALSE
56124,FALSE
99365,TRUE
115446,FALSE
18652,FALSE
93854,FALSE
84908,FALSE
97986,FALSE
15663,FALSE
80724,FALSE
99916,FALSE
73956,FALSE
91605,FALSE
63166,FALSE
50875,FALSE
86018,FALSE
105220,FALSE
32926,FALSE
142205,FALSE
35674,FALSE
98559,FALSE
83015,FALSE
15226,FALSE
95025,FALSE
78778,FALSE
24983,FALSE
102596,FALSE
19774,FALSE
41322,TRUE
55024,FALSE
124312,TRUE
129420,FALSE
2771,TRUE
100174,TRUE
10132,FALSE
134282,FALSE
72223,FALSE
91811,TRUE
116959,TRUE
117532,FALSE
19286,FALSE
119765,TRUE
71608,FALSE
146077,FALSE
45508,FALSE
82449,FALSE
23046,FALSE
93909,TRUE
140616,TRUE
92751,TRUE
81593,FALSE
53843,FALSE
35227,FALSE
117392,FALSE
2736,FALSE
52869,FALSE
127151,FALSE
134369,FALSE
20788,FALSE
103867,FALSE
86084,FALSE
20201,FALSE
9502,FALSE
20361,FALSE
23371,FALSE
116657,FALSE
84835,FALSE
45352,FALSE
14229,FALSE
16183,FALSE
41149,FALSE
137654,TRUE
112567,TRUE
77100,FALSE
9794,TRUE
66182,FALSE
44272,FALSE
105140,FALSE
138288,FALSE
140460,FALSE
79528,TRUE
90921,FALSE
213,FALSE
51283,FALSE
87123,FALSE
78461,FALSE
143443,FALSE
104489,FALSE
16897,FALSE
98080,FALSE
126003,FALSE
132668,FALSE
115998,FALSE
59927,FALSE
27815,FALSE
12814,FALSE
140438,FALSE
105085,FALSE
103664,TRUE
125539,TRUE
71685,FALSE
57759,TRUE
100132,FALSE
23844,TRUE
60137,FALSE
96065,FALSE
117148,FALSE
149973,FALSE
107587,FALSE
79546,FALSE
75470,TRUE
52626,FALSE
57863,FALSE
37022,TRUE
109692,FALSE
77216,FALSE
65374,FALSE
149244,FALSE
93604,FALSE
107794,FALSE
60862,FALSE
121019,FALSE
148986,FALSE
62967,FALSE
69026,TRUE
95083,FALSE
139831,FALSE
101723,TRUE
112214,FALSE
61325,FALSE
99351,FALSE
76308,FALSE
120467,FALSE
49980,FALSE
27470,FALSE
29981,TRUE
91249,FALSE
4083,TRUE
16340,TRUE
31837,FALSE
112137,FALSE
7128,TRUE
39045,FALSE
15186,FALSE
112776,FALSE
73730,FALSE
114774,FALSE
23126,FALSE
131171,FALSE
55449,FALSE
78127,FALSE
81528,FALSE
97867,FALSE
138716,FALSE
1874,FALSE
117172,FALSE
132010,FALSE
8952,TRUE
57827,FALSE
54719,TRUE
45669,TRUE
132350,FALSE
116601,FALSE
84516,FALSE
10140,FALSE
99018,FALSE
123975,FALSE
29453,FALSE
100845,TRUE
98449,TRUE
133346,FALSE
39333,FALSE
122519,TRUE
98332,FALSE
97321,TRUE
49982,FALSE
41998,TRUE
27308,FALSE
118051,TRUE
125011,FALSE
139519,FALSE
137068,FALSE
61148,FALSE
118557,TRUE
72075,FALSE
12498,FALSE
55295,FALSE
93203,FALSE
142151,FALSE
19536,FALSE
127917,TRUE
37984,FALSE
56578,FALSE
136365,FALSE
137517,TRUE
30640,FALSE
134010,FALSE
38198,FALSE
115303,FALSE
79999,FALSE
50193,FALSE
62897,TRUE
106422,FALSE
76546,TRUE
132963,TRUE
62337,FALSE
133499,FALSE
85172,FALSE
107233,FALSE
144065,FALSE
78225,FALSE
103194,FALSE
64554,FALSE
54982,FALSE
32923,FALSE
85060,FALSE
104153,FALSE
85497,FALSE
9920,TRUE
107414,FALSE
92033,FALSE
132011,FALSE
95506,FALSE
17923,FALSE
29935,FALSE
78895,FALSE
19751,FALSE
144775,FALSE
72380,FALSE
134096,FALSE
23494,TRUE
38370,FALSE
45576,FALSE
119491,FALSE
132898,FALSE
4727,FALSE
134937,FALSE
80149,FALSE
55154,FALSE
28331,TRUE
138658,FALSE
145803,FALSE
71830,FALSE
143744,FALSE
24627,FALSE
71476,TRUE
134596,FALSE
2941,FALSE
97273,FALSE
30654,FALSE
32854,FALSE
110246,FALSE
8950,FALSE
148590,FALSE
36178,FALSE
14680,FALSE
99601,FALSE
24111,TRUE
134353,TRUE
138074,FALSE
118476,FALSE
43191,FALSE
47716,FALSE
139683,FALSE
28102,FALSE
61004,FALSE
16045,FALSE
21827,FALSE
139702,FALSE
120576,FALSE
95096,FALSE
68092,FALSE
96304,FALSE
23623,FALSE
98597,TRUE
142102,FALSE
14776,TRUE
102236,FALSE
124320,FALSE
50562,TRUE
78864,FALSE
71032,FALSE
148234,FALSE
57305,FALSE
97598,TRUE
69198,TRUE
49017,FALSE
35009,FALSE
113066,FALSE
147959,FALSE
30692,FALSE
90714,TRUE
69295,FALSE
25749,TRUE
19598,FALSE
28648,FALSE
15978,FALSE
135970,TRUE
132623,FALSE
77826,FALSE
95887,FALSE
77084,FALSE
7107,FALSE
9237,FALSE
47946,FALSE
58181,FALSE
66011,TRUE
2964,FALSE
140630,FALSE
99889,FALSE
25326,TRUE
22059,FALSE
40012,FALSE
60876,FALSE
122470,FALSE
34662,FALSE
51680,FALSE
3099,FALSE
104681,FALSE
119377,FALSE
29701,TRUE
125761,TRUE
72716,FALSE
51431,FALSE
7321,TRUE
8319,FALSE
24012,FALSE
49779,FALSE
23464,TRUE
74537,FALSE
70056,FALSE
83181,FALSE
70127,FALSE
10340,TRUE
99000,FALSE
140540,TRUE
94995,FALSE
75671,FALSE
94561,TRUE
13563,FALSE
74515,FALSE
132586,FALSE
46117,FALSE
146126,FALSE
140088,FALSE
119309,FALSE
20963,FALSE
130639,TRUE
6093,FALSE
65916,FALSE
141744,FALSE
144895,FALSE
62914,FALSE
61419,FALSE
123080,FALSE
104100,FALSE
136687,FALSE
87860,FALSE
114086,FALSE
145689,FALSE
145650,FALSE
135580,FALSE
14196,FALSE
144043,FALSE
136077,FALSE
110115,TRUE
63106,FALSE
126069,FALSE
117962,TRUE
146550,FALSE
6396,TRUE
14231,FALSE
8236,FALSE
117654,FALSE
109439,TRUE
145453,FALSE
9798,FALSE
35806,FALSE
28193,FALSE
135346,FALSE
46203,FALSE
12482,FALSE
114182,FALSE
143702,TRUE
55876,TRUE
51581,TRUE
120512,FALSE
56930,FALSE
136354,TRUE
111444,FALSE
32200,FALSE
40128,FALSE
80783,FALSE
132198,FALSE
50078,TRUE
54793,FALSE
13881,FALSE
118908,FALSE
25758,TRUE
25683,FALSE
127064,FALSE
32290,FALSE
146253,FALSE
42820,TRUE
69425,FALSE
71115,FALSE
47157,FALSE
133946,FALSE
60863,FALSE
147035,TRUE
52240,FALSE
69740,FALSE
42724,FALSE
135251,TRUE
138371,FALSE
92062,FALSE
141008,FALSE
90872,TRUE
5170,FALSE
96353,FALSE
82468,FALSE
28847,FALSE
2876,FALSE
7090,FALSE
1812,FALSE
43273,FALSE
141865,TRUE
49204,FALSE
38292,TRUE
122498,FALSE
144276,FALSE
108571,FALSE
117555,FALSE
87621,FALSE
4113,FALSE
35964,FALSE
48663,FALSE
61250,FALSE
52013,FALSE
118284,FALSE
95260,FALSE
12824,FALSE
116449,FALSE
19221,FALSE
107511,FALSE
96495,FALSE
46455,TRUE
81310,TRUE
1876,FALSE
24565,FALSE
9521,FALSE
9573,FALSE
109026,FALSE
82467,TRUE
35622,FALSE
30735,FALSE
68996,FALSE
66052,TRUE
113905,FALSE
1538,FALSE
22349,FALSE
32587,TRUE
144633,FALSE
141007,FALSE
99376,FALSE
70829,FALSE
81327,FALSE
141148,TRUE
6104,FALSE
33265,TRUE
86447,TRUE
7876,TRUE
96983,TRUE
21393,FALSE
123493,TRUE
8967,FALSE
19697,FALSE
99005,FALSE
123511,FALSE
65487,FALSE
96321,TRUE
141520,FALSE
94486,FALSE
128966,FALSE
73821,FALSE
64742,FALSE
24473,FALSE
99263,FALSE
15514,FALSE
64803,FALSE
74995,FALSE
82883,TRUE
35354,FALSE
49332,FALSE
21838,TRUE
49816,FALSE
6347,FALSE
12046,FALSE
142719,FALSE
93591,FALSE
51625,FALSE
34847,FALSE
105293,TRUE
27223,TRUE
1108,FALSE
30570,TRUE
90492,FALSE
85696,FALSE
3795,TRUE
75654,FALSE
39144,FALSE
45919,FALSE
33659,TRUE
27996,FALSE
109627,FALSE
56234,FALSE
49629,FALSE
12734,FALSE
131530,FALSE
107805,FALSE
94812,FALSE
95250,FALSE
143104,FALSE
69352,FALSE
128716,FALSE
31886,TRUE
114754,FALSE
130355,FALSE
54876,TRUE
27271,FALSE
4685,FALSE
91139,FALSE
130146,TRUE
130985,FALSE
25719,FALSE
7689,FALSE
43605,FALSE
49520,FALSE
980,FALSE
105639,FALSE
101258,FALSE
112164,FALSE
102768,FALSE
88544,FALSE
15888,FALSE
106567,TRUE
76713,FALSE
94318,TRUE
85029,TRUE
51288,TRUE
88467,FALSE
111743,TRUE
98222,FALSE
84123,TRUE
71544,FALSE
91805,FALSE
46011,FALSE
38104,FALSE
91445,TRUE
30633,FALSE
52615,FALSE
3711,FALSE
16343,TRUE
129431,TRUE
49137,FALSE
28119,FALSE
91712,TRUE
61582,FALSE
80677,FALSE
85636,FALSE
70878,TRUE
22605,TRUE
35000,FALSE
78677,FALSE
58368,FALSE
63351,TRUE
99335,TRUE
91018,FALSE
108530,FALSE
94055,FALSE
98798,FALSE
145758,FALSE
141010,FALSE
140111,TRUE
45431,FALSE
8062,FALSE
96863,FALSE
48163,FALSE
27806,FALSE
119112,FALSE
11751,FALSE
105697,FALSE
117830,FALSE
112005,TRUE
103348,FALSE
148019,FALSE
141532,FALSE
117682,TRUE
113907,FALSE
119585,FALSE
42404,FALSE
62945,TRUE
28292,FALSE
128021,TRUE
2372,FALSE
4792,TRUE
12492,FALSE
88446,FALSE
36971,FALSE
90142,FALSE
100921,TRUE
29823,FALSE
127281,FALSE
122500,FALSE
46162,FALSE
125959,FALSE
19030,FALSE
98108,FALSE
18912,FALSE
106848,TRUE
131209,FALSE
58891,FALSE
74949,FALSE
22875,FALSE
137385,FALSE
62486,FALSE
117966,FALSE
131035,TRUE
5066,FALSE
76226,FALSE
73600,FALSE
57341,FALSE
80958,FALSE
143868,FALSE
118419,FALSE
84268,FALSE
139343,FALSE
60905,FALSE
19529,FALSE
24391,FALSE
134684,FALSE
99401,TRUE
102863,FALSE
31235,TRUE
122843,FALSE
54468,FALSE
63364,FALSE
100026,TRUE
40152,FALSE
53015,TRUE
93665,FALSE
81146,FALSE
54556,FALSE
124622,FALSE
40825,FALSE
18771,FALSE
118116,FALSE
37089,FALSE
107793,TRUE
31384,FALSE
89607,FALSE
46717,FALSE
32189,FALSE
131286,FALSE
120233,FALSE
116688,FALSE
63336,FALSE
19927,FALSE
116066,FALSE
50544,TRUE
50221,TRUE
127175,FALSE
66821,TRUE
17405,FALSE
144915,FALSE
72720,TRUE
100627,FALSE
59373,FALSE
143772,FALSE
113567,TRUE
104577,FALSE
24196,TRUE
1952,FALSE
126725,TRUE
80763,FALSE
101756,FALSE
73650,TRUE
115941,FALSE
88163,FALSE
27170,FALSE
63873,FALSE
111196,FALSE
78896,TRUE
58610,FALSE
44749,FALSE
81114,FALSE
33391,FALSE
63077,FALSE
19563,FALSE
138089,TRUE
53872,FALSE
52125,FALSE
55359,FALSE
96841,FALSE
95727,FALSE
38386,FALSE
144636,FALSE
116446,FALSE
50979,TRUE
48310,FALSE
2062,FALSE
126301,TRUE
3469,FALSE
104849,FALSE
143572,FALSE
133945,FALSE
96445,FALSE
62265,FALSE
45184,FALSE
21801,FALSE
112326,FALSE
75823,FALSE
104030,FALSE
77730,TRUE
43566,FALSE
16594,FALSE
14733,FALSE
90430,FALSE
146976,FALSE
112600,FALSE
40346,FALSE
138651,TRUE
118738,FALSE
30076,FALSE
28168,FALSE
121148,TRUE
59623,FALSE
96424,TRUE
118298,FALSE
142488,FALSE
115406,FALSE
71822,FALSE
76727,FALSE
73789,FALSE
137299,FALSE
133837,FALSE
65445,FALSE
122653,FALSE
136164,FALSE
140338,FALSE
5106,FALSE
118881,TRUE
4541,FALSE
145133,FALSE
105285,FALSE
91369,FALSE
60621,FALSE
34827,FALSE
137622,FALSE
44485,FALSE
10628,TRUE
29253,FALSE
130026,TRUE
27895,FALSE
134407,FALSE
142185,FALSE
57363,FALSE
97684,FALSE
85040,FALSE
28049,FALSE
71761,FALSE
30164,FALSE
129156,FALSE
84658,FALSE
66510,FALSE
27198,TRUE
34351,TRUE
137395,FALSE
78056,FALSE
56018,FALSE
47316,FALSE
68859,FALSE
96330,FALSE
145139,FALSE
84950,FALSE
138071,TRUE
89,FALSE
48096,FALSE
140434,FALSE
31209,TRUE
93477,FALSE
59900,FALSE
10930,FALSE
147197,FALSE
24968,TRUE
137665,FALSE
44157,FALSE
78975,FALSE
121325,TRUE
60535,FALSE
125431,FALSE
84212,FALSE
108845,FALSE
16726,FALSE
20692,FALSE
82980,FALSE
33633,FALSE
64886,FALSE
65403,TRUE
80083,FALSE
124779,TRUE
80233,FALSE
146724,FALSE
34666,TRUE
113128,FALSE
102574,FALSE
2996,TRUE
96829,FALSE
66165,FALSE
126035,FALSE
7878,FALSE
66698,FALSE
118398,TRUE
56015,TRUE
114125,FALSE
28490,TRUE
37048,TRUE
132846,FALSE
63392,FALSE
47894,FALSE
39938,FALSE
45886,FALSE
137198,FALSE
26118,TRUE
104754,FALSE
54209,FALSE
38911,FALSE
13671,TRUE
103582,FALSE
141440,FALSE
116270,FALSE
126039,TRUE
94477,FALSE
98692,FALSE
148458,TRUE
77943,FALSE
119008,FALSE
80651,FALSE
198,FALSE
134745,FALSE
145413,FALSE
55265,FALSE
103730,FALSE
130979,FALSE
126504,FALSE
49049,FALSE
51259,FALSE
69144,FALSE
115653,FALSE
147561,FALSE
102113,FALSE
78589,FALSE
14785,FALSE
112838,FALSE
12066,FALSE
143509,FALSE
27327,TRUE
148560,FALSE
78155,FALSE
25014,TRUE
142782,FALSE
43053,FALSE
128339,FALSE
57742,FALSE
11750,TRUE
90985,FALSE
5512,FALSE
105040,FALSE
